Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,game_name,app_id,review_text,review_length,hours_played,review_date,owners,developers,publishers,genres,platforms,categories,release_date,price
51,247,247,PUBG: BATTLEGROUNDS,578080,very cool game,17,1654.5833333333333,2026-02-22 21:25:11,"100,000,000 .. 200,000,000",['PUBG Corporation'],"['KRAFTON, Inc.']","['Action', 'Adventure', 'Massively Multiplayer', 'Free To Play']",['windows'],"['Multi-player', 'PvP', 'Online PvP', 'Stats', 'Remote Play on Phone', 'Remote Play on Tablet']","Dec 21, 2017",
52,1450,1450,HELLDIVERS 2,553850,i love this game  sadly it doesn t even work  it shuts down my pc everytime i try just playing it  or in the best of the cases it just barely works  what an undemocratic port  btw this is the only game that shuts down my pc  i even can play bodycam at 75 fps,259,25.55,2026-03-01 21:05:18,"20,000,000 .. 50,000,000",['Arrowhead Game Studios'],['PlayStation Publishing LLC'],['Action'],['windows'],"['Multi-player', 'Co-op', 'Online Co-op', 'Steam Achievements', 'In-App Purchases', 'Adjustable Text Size', 'Camera Comfort', 'Chat Speech-to-text', 'Chat Text-to-speech', 'Color Alternatives', 'Custom Volume Controls', 'Adjustable Difficulty', 'Narrated Game Menus', 'Playable without Timed Input', 'Stereo Sound', 'Subtitle Options', 'Surround Sound', 'Partial Controller Support', 'Family Sharing']","Feb 8, 2024",3999.0
53,212,212,PUBG: BATTLEGROUNDS,578080,loot the loot the,17,762.75,2026-02-28 04:09:34,"100,000,000 .. 200,000,000",['PUBG Corporation'],"['KRAFTON, Inc.']","['Action', 'Adventure', 'Massively Multiplayer', 'Free To Play']",['windows'],"['Multi-player', 'PvP', 'Online PvP', 'Stats', 'Remote Play on Phone', 'Remote Play on Tablet']","Dec 21, 2017",
54,909,909,Left 4 Dead 2,550,yuh,3,4.583333333333333,2026-03-01 21:07:51,"50,000,000 .. 100,000,000",['Valve'],['Valve'],['Action'],"['windows', 'linux']","['Single-player', 'Multi-player', 'PvP', 'Online PvP', 'Co-op', 'Online Co-op', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Captions available', 'Steam Workshop', 'Camera Comfort', 'Color Alternatives', 'Custom Volume Controls', 'Adjustable Difficulty', 'Playable without Timed Input', 'Stereo Sound', 'Surround Sound', 'Steam Cloud', 'Valve Anti-Cheat enabled', 'Stats', 'Includes Source SDK', 'Commentary available', 'Remote Play on Phone', 'Remote Play on Tablet', 'Remote Play on TV', 'Remote Play Together', 'Family Sharing', 'Steam Timeline']","Nov 16, 2009",999.0
55,1741,1741,Terraria,105600,its really fun,14,7.35,2026-03-01 20:50:08,"20,000,000 .. 50,000,000",['Re-Logic'],['Re-Logic'],"['Action', 'Adventure', 'Indie', 'RPG']","['windows', 'mac', 'linux']","['Single-player', 'Multi-player', 'PvP', 'Online PvP', 'Co-op', 'Online Co-op', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Remote Play on Phone', 'Remote Play on Tablet', 'Remote Play on TV', 'Family Sharing']","May 16, 2011",999.0
56,1244,1244,War Thunder,236390,vary skill based with a vary high learning carve gind is worse than world of tanks,82,91.76666666666668,2025-02-08 23:35:20,"20,000,000 .. 50,000,000",['Gaijin Entertainment'],['Gaijin Network Ltd'],"['Action', 'Massively Multiplayer', 'Simulation', 'Free To Play']","['windows', 'mac', 'linux']","['Single-player', 'Multi-player', 'MMO', 'PvP', 'Online PvP', 'Co-op', 'Online Co-op', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Full controller support', 'VR Supported', 'Steam Trading Cards', 'In-App Purchases', 'Adjustable Text Size', 'Camera Comfort', 'Color Alternatives', 'Custom Volume Controls', 'Playable without Timed Input', 'Stereo Sound', 'Surround Sound', 'Remote Play on Phone', 'Remote Play on Tablet']","Aug 15, 2013",
57,1696,1696,ELDEN RING,1245620,this is the game of all time,29,228.9,2026-03-01 00:36:30,"20,000,000 .. 50,000,000","['FromSoftware, Inc.']","['FromSoftware, Inc.', 'Bandai Namco Entertainment']","['Action', 'RPG']",['windows'],"['Single-player', 'Multi-player', 'PvP', 'Online PvP', 'Co-op', 'Online Co-op', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Camera Comfort', 'Custom Volume Controls', 'Playable without Timed Input', 'Save Anytime', 'Stereo Sound', 'Surround Sound', 'Steam Cloud', 'Family Sharing']","Feb 24, 2022",5999.0
58,1182,1182,Lost Ark,1599340,"tbh  its one of the games with the best combat feel ive ever played  especially when slayer came out the characters skills and sword were so satisfying that i couldve turned all my alts into slayers  but after a certain point  the game became unplayable because of gatekeeping  i quit about two years ago  but i wanted to come back and take a look 

but what i saw was the same thing again  the game was full of bots  when i last quit  it was pay to win  but now it has basically become pay to play  you literally cant move without spending money  and youre still forced to do your dailies with every character like some kind of slave  i dont understand how a company can ignore its players this much  even putting that aside  why are the bosses still so punishing  with this much gatekeeping and such a solid foundation for a great game  why not just make the game actually playable 

i mean  you cant even find a group for the bosses you need to fight every week to upgrade certain items  sometimes spending hours  days  or even weeks trying  some people just quit in the later stages because they dont want to bother  the old raid is meaningless  the gameplay feels pointless  the sense of progression drops so much after a certain gear score that i cant even find a single reason to keep playing this game 

honestly  its one of the rare games with really great level and combat design in my eyes  but i think it will shut down eventually like new world  so id say dont bother at all  especially expecting anything reasonable from these developers is more pointless than just sitting at home and waiting for your gpu to evolve itself",1651,1136.3666666666666,2025-11-27 21:42:22,"50,000,000 .. 100,000,000",['Smilegate RPG'],['Amazon Game Studios'],"['Action', 'Adventure', 'Massively Multiplayer', 'RPG', 'Free To Play']",['windows'],"['Single-player', 'Multi-player', 'MMO', 'PvP', 'Online PvP', 'Co-op', 'Online Co-op', 'Steam Achievements', 'In-App Purchases', 'Adjustable Text Size', 'Camera Comfort', 'Color Alternatives', 'Custom Volume Controls', 'Keyboard Only Option', 'Playable without Timed Input', 'Save Anytime', 'Partial Controller Support']","Feb 11, 2022",
59,361,361,Palworld,1623730,pretty fun,10,93.86666666666666,2026-02-28 09:00:27,"50,000,000 .. 100,000,000",['Pocketpair'],['Pocketpair'],"['Action', 'Adventure', 'Indie', 'RPG', 'Early Access']",['windows'],"['Single-player', 'Multi-player', 'Co-op', 'Online Co-op', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Workshop', 'Steam Cloud', 'Family Sharing']","Jan 18, 2024",2999.0
60,1473,1473,HELLDIVERS 2,553850,for super earth,24,42.05,2026-03-01 19:19:42,"20,000,000 .. 50,000,000",['Arrowhead Game Studios'],['PlayStation Publishing LLC'],['Action'],['windows'],"['Multi-player', 'Co-op', 'Online Co-op', 'Steam Achievements', 'In-App Purchases', 'Adjustable Text Size', 'Camera Comfort', 'Chat Speech-to-text', 'Chat Text-to-speech', 'Color Alternatives', 'Custom Volume Controls', 'Adjustable Difficulty', 'Narrated Game Menus', 'Playable without Timed Input', 'Stereo Sound', 'Subtitle Options', 'Surround Sound', 'Partial Controller Support', 'Family Sharing']","Feb 8, 2024",3999.0
61,678,678,New World: Aeternum,1063730,great game for both casual and hardcore players  wish it wasn t coming to an end,81,213.6,2026-02-12 05:27:08,"50,000,000 .. 100,000,000",['Amazon Game Studios'],['Amazon Game Studios'],"['Action', 'Adventure', 'Massively Multiplayer', 'RPG']",['windows'],"['Multi-player', 'MMO', 'PvP', 'Online PvP', 'Co-op', 'Online Co-op', 'Steam Achievements', 'In-App Purchases', 'Adjustable Text Size', 'Camera Comfort', 'Chat Speech-to-text', 'Chat Text-to-speech', 'Color Alternatives', 'Custom Volume Controls', 'Keyboard Only Option', 'Playable without Timed Input', 'Save Anytime', 'Stereo Sound', 'Subtitle Options', 'Surround Sound', 'Partial Controller Support']","Sep 28, 2021",
62,1621,1621,ELDEN RING,1245620,try fingers  but hole,21,817.35,2026-03-01 20:34:22,"20,000,000 .. 50,000,000","['FromSoftware, Inc.']","['FromSoftware, Inc.', 'Bandai Namco Entertainment']","['Action', 'RPG']",['windows'],"['Single-player', 'Multi-player', 'PvP', 'Online PvP', 'Co-op', 'Online Co-op', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Camera Comfort', 'Custom Volume Controls', 'Playable without Timed Input', 'Save Anytime', 'Stereo Sound', 'Surround Sound', 'Steam Cloud', 'Family Sharing']","Feb 24, 2022",5999.0
63,1089,1089,Unturned,304930,great game but play on gravity semi rp  best server,52,1158.7166666666667,2023-01-10 23:15:55,"50,000,000 .. 100,000,000",['Smartly Dressed Games'],['Smartly Dressed Games'],"['Action', 'Adventure', 'Casual', 'Indie', 'Free To Play']","['windows', 'mac', 'linux']","['Single-player', 'Multi-player', 'PvP', 'Online PvP', 'LAN PvP', 'Co-op', 'Online Co-op', 'LAN Co-op', 'Steam Achievements', 'Steam Trading Cards', 'Steam Workshop', 'In-App Purchases', 'Camera Comfort', 'Custom Volume Controls', 'Adjustable Difficulty', 'Playable without Timed Input', 'Stereo Sound', 'Steam Cloud', 'Valve Anti-Cheat enabled', 'Stats', 'Includes level editor', 'Remote Play on Tablet']","Jul 7, 2017",
64,1987,1987,Wallpaper Engine,431960,good free static and dynamic backgrounds  works with little to no issue  thumbsup,82,12.766666666666667,2026-03-01 01:41:49,"20,000,000 .. 50,000,000",['Wallpaper Engine Team'],['Wallpaper Engine Team'],"['Casual', 'Indie', 'Animation & Modeling', 'Design & Illustration', 'Photo Editing', 'Utilities']",['windows'],"['Steam Achievements', 'Steam Trading Cards', 'Steam Workshop', 'Steam Workshop', 'Includes level editor']","Nov 16, 2018",499.0
65,1847,1847,Path of Exile 2,2694490,gotta love when the devs slowly remove everything fun about a game and just leave a meaningless incrimental number grind behind,127,375.45,2026-02-27 15:51:54,"20,000,000 .. 50,000,000",['Grinding Gear Games'],['Grinding Gear Games'],"['Action', 'Adventure', 'Massively Multiplayer', 'RPG', 'Early Access']",['windows'],"['Single-player', 'Multi-player', 'MMO', 'Co-op', 'Online Co-op', 'Full controller support', 'HDR available']","Dec 6, 2024",2999.0
66,987,987,Left 4 Dead 2,550,i love this game and it still is very good and fun after all these years,72,12.883333333333333,2026-02-28 11:26:37,"50,000,000 .. 100,000,000",['Valve'],['Valve'],['Action'],"['windows', 'linux']","['Single-player', 'Multi-player', 'PvP', 'Online PvP', 'Co-op', 'Online Co-op', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Captions available', 'Steam Workshop', 'Camera Comfort', 'Color Alternatives', 'Custom Volume Controls', 'Adjustable Difficulty', 'Playable without Timed Input', 'Stereo Sound', 'Surround Sound', 'Steam Cloud', 'Valve Anti-Cheat enabled', 'Stats', 'Includes Source SDK', 'Commentary available', 'Remote Play on Phone', 'Remote Play on Tablet', 'Remote Play on TV', 'Remote Play Together', 'Family Sharing', 'Steam Timeline']","Nov 16, 2009",999.0
67,1512,1512,Warframe,230410,its a good game with great scenarios and mission,48,46.48333333333333,2025-07-28 03:34:04,"20,000,000 .. 50,000,000",['Digital Extremes'],['Digital Extremes'],"['Action', 'RPG', 'Free To Play']",['windows'],"['Single-player', 'Multi-player', 'Co-op', 'Online Co-op', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Workshop', 'In-App Purchases', 'Camera Comfort', 'Color Alternatives', 'Custom Volume Controls', 'Playable without Timed Input', 'Stereo Sound', 'Surround Sound', 'Remote Play on Phone', 'Remote Play on Tablet', 'Remote Play on TV', 'HDR available']","Mar 25, 2013",
68,111,111,Apex Legends,1172470,jhhhghhhhhhhhhhh i hate reviews vsv rfvg zdsrfg        z               z z z z z z z z z z z z z z z z z z z z,110,122.13333333333334,2025-09-11 02:31:08,"100,000,000 .. 200,000,000",['Respawn'],['Electronic Arts'],"['Action', 'Adventure', 'Free To Play']",['windows'],"['Multi-player', 'PvP', 'Online PvP', 'Co-op', 'Online Co-op', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'In-App Purchases', 'Chat Speech-to-text', 'Playable without Timed Input']","Nov 4, 2020",
69,1487,1487,HELLDIVERS 2,553850,democracy,13,38.03333333333333,2026-03-01 18:13:00,"20,000,000 .. 50,000,000",['Arrowhead Game Studios'],['PlayStation Publishing LLC'],['Action'],['windows'],"['Multi-player', 'Co-op', 'Online Co-op', 'Steam Achievements', 'In-App Purchases', 'Adjustable Text Size', 'Camera Comfort', 'Chat Speech-to-text', 'Chat Text-to-speech', 'Color Alternatives', 'Custom Volume Controls', 'Adjustable Difficulty', 'Narrated Game Menus', 'Playable without Timed Input', 'Stereo Sound', 'Subtitle Options', 'Surround Sound', 'Partial Controller Support', 'Family Sharing']","Feb 8, 2024",3999.0
70,1453,1453,HELLDIVERS 2,553850,game is fun  mainly if you have friends  solo is kinda tough,61,24.98333333333333,2026-03-01 20:45:37,"20,000,000 .. 50,000,000",['Arrowhead Game Studios'],['PlayStation Publishing LLC'],['Action'],['windows'],"['Multi-player', 'Co-op', 'Online Co-op', 'Steam Achievements', 'In-App Purchases', 'Adjustable Text Size', 'Camera Comfort', 'Chat Speech-to-text', 'Chat Text-to-speech', 'Color Alternatives', 'Custom Volume Controls', 'Adjustable Difficulty', 'Narrated Game Menus', 'Playable without Timed Input', 'Stereo Sound', 'Subtitle Options', 'Surround Sound', 'Partial Controller Support', 'Family Sharing']","Feb 8, 2024",3999.0
71,383,383,Palworld,1623730,always something to do  good for those who enjoy adventure and building,71,73.16666666666667,2026-02-27 20:48:55,"50,000,000 .. 100,000,000",['Pocketpair'],['Pocketpair'],"['Action', 'Adventure', 'Indie', 'RPG', 'Early Access']",['windows'],"['Single-player', 'Multi-player', 'Co-op', 'Online Co-op', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Workshop', 'Steam Cloud', 'Family Sharing']","Jan 18, 2024",2999.0
72,1395,1395,Monster Hunter Wilds,2246340,"i have played every monster hunter games since tri  i love monster hunter games  i love the challenge  i love seeing the monsters  live  in the enviroments  i love the weapons and the combat  the cooking  the online community  we had wholesome and hard hunts in mh4u  even when none of us could talk to eachother  cause no one in the lobby could speak english 

mh  wilds is by far the worst and least enjoyable mh game i have ever played  mh  online was better than this  and i can t read chinese  i didn t know what was happening half the time 

the combat is great  imo the graphics are really nice  i think the seikret is a good addition and the areas are great 

but this is not a true mh game  it feels like final fantasy  painted in mh colours  i don t want to disable items  i want to throw them out of the inventory  the story is incredibly annoying  we lost the mh language and the palico can shut up for all i care 
and the worst of it is the gogamizos fight  it s an easy battle  but the dps check is completely unnecessary  yes  we had dps checks in all games  yes its an established thing in the mh games  but it was always something special  in mh4u  you could at least scale the walls during the ultimate attack  you got cannons and railways and it felt like something was at stake 

and worst of all  this game runs badly  if you want an mh game to play  go play world",1386,141.41666666666666,2026-02-28 12:20:34,"20,000,000 .. 50,000,000","['CAPCOM Co., Ltd.']","['CAPCOM Co., Ltd.']","['Action', 'Adventure', 'RPG']",['windows'],"['Single-player', 'Multi-player', 'Co-op', 'Online Co-op', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Adjustable Text Size', 'Camera Comfort', 'Color Alternatives', 'Custom Volume Controls', 'Keyboard Only Option', 'Stereo Sound', 'Subtitle Options', 'Surround Sound', 'Steam Cloud', 'HDR available', 'Family Sharing']","Feb 27, 2025",6999.0
73,1054,1054,Unturned,304930,amazing and now a nostalgic game to me  have played since the alpha when there wasnt much in the game and only one map to play,127,26.6,2023-11-21 22:51:22,"50,000,000 .. 100,000,000",['Smartly Dressed Games'],['Smartly Dressed Games'],"['Action', 'Adventure', 'Casual', 'Indie', 'Free To Play']","['windows', 'mac', 'linux']","['Single-player', 'Multi-player', 'PvP', 'Online PvP', 'LAN PvP', 'Co-op', 'Online Co-op', 'LAN Co-op', 'Steam Achievements', 'Steam Trading Cards', 'Steam Workshop', 'In-App Purchases', 'Camera Comfort', 'Custom Volume Controls', 'Adjustable Difficulty', 'Playable without Timed Input', 'Stereo Sound', 'Steam Cloud', 'Valve Anti-Cheat enabled', 'Stats', 'Includes level editor', 'Remote Play on Tablet']","Jul 7, 2017",
74,755,755,Black Myth: Wukong,2358720,at first it is a really tough game but after you get through the first chapter  it is extremely rewarding and satisfying  the story is excellent as it follows chinese mythology and the combat system is unlike any game i have personally played  i believe this game is one of the best games i have played in a really long time  would 10 10 recommend,348,49.3,2026-02-28 16:59:56,"50,000,000 .. 100,000,000",['Game Science'],['Game Science'],"['Action', 'Adventure', 'RPG']",['windows'],"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Playable without Timed Input', 'Stereo Sound', 'Surround Sound', 'Steam Cloud', 'Family Sharing']","Aug 19, 2024",5999.0
75,324,324,Palworld,1623730,gud,3,93.5,2026-03-01 10:47:23,"50,000,000 .. 100,000,000",['Pocketpair'],['Pocketpair'],"['Action', 'Adventure', 'Indie', 'RPG', 'Early Access']",['windows'],"['Single-player', 'Multi-player', 'Co-op', 'Online Co-op', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Workshop', 'Steam Cloud', 'Family Sharing']","Jan 18, 2024",2999.0
76,1623,1623,ELDEN RING,1245620,uhh this game makes me mad,26,3.7666666666666666,2026-03-01 20:01:42,"20,000,000 .. 50,000,000","['FromSoftware, Inc.']","['FromSoftware, Inc.', 'Bandai Namco Entertainment']","['Action', 'RPG']",['windows'],"['Single-player', 'Multi-player', 'PvP', 'Online PvP', 'Co-op', 'Online Co-op', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Camera Comfort', 'Custom Volume Controls', 'Playable without Timed Input', 'Save Anytime', 'Stereo Sound', 'Surround Sound', 'Steam Cloud', 'Family Sharing']","Feb 24, 2022",5999.0
77,787,787,Black Myth: Wukong,2358720,one of best game i ever played,31,78.51666666666667,2026-02-27 15:00:45,"50,000,000 .. 100,000,000",['Game Science'],['Game Science'],"['Action', 'Adventure', 'RPG']",['windows'],"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Playable without Timed Input', 'Stereo Sound', 'Surround Sound', 'Steam Cloud', 'Family Sharing']","Aug 19, 2024",5999.0
78,368,368,Palworld,1623730,hi,4,87.01666666666667,2026-02-28 03:47:57,"50,000,000 .. 100,000,000",['Pocketpair'],['Pocketpair'],"['Action', 'Adventure', 'Indie', 'RPG', 'Early Access']",['windows'],"['Single-player', 'Multi-player', 'Co-op', 'Online Co-op', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Workshop', 'Steam Cloud', 'Family Sharing']","Jan 18, 2024",2999.0
79,1819,1819,Path of Exile 2,2694490,johnathan,9,1132.4833333333331,2026-03-01 05:04:49,"20,000,000 .. 50,000,000",['Grinding Gear Games'],['Grinding Gear Games'],"['Action', 'Adventure', 'Massively Multiplayer', 'RPG', 'Early Access']",['windows'],"['Single-player', 'Multi-player', 'MMO', 'Co-op', 'Online Co-op', 'Full controller support', 'HDR available']","Dec 6, 2024",2999.0
80,69,69,Counter-Strike: Global Offensive,730,"i can t stop 

help",22,1301.1166666666666,2026-03-01 23:01:47,"100,000,000 .. 200,000,000",['Valve'],['Valve'],"['Action', 'Free To Play']","['windows', 'linux']","['Multi-player', 'Cross-Platform Multiplayer', 'Steam Trading Cards', 'Steam Workshop', 'In-App Purchases', 'Adjustable Text Size', 'Camera Comfort', 'Color Alternatives', 'Custom Volume Controls', 'Playable without Timed Input', 'Stereo Sound', 'Surround Sound', 'Valve Anti-Cheat enabled', 'Stats', 'Remote Play on Phone', 'Remote Play on Tablet', 'Remote Play on TV', 'Steam Timeline']","Aug 21, 2012",
81,857,857,Grand Theft Auto V Legacy,271590,,1,86.85,2026-03-01 06:50:25,"50,000,000 .. 100,000,000",['Rockstar North'],['Rockstar Games'],"['Action', 'Adventure']",['windows'],"['Single-player', 'Multi-player', 'PvP', 'Online PvP', 'Co-op', 'Online Co-op', 'Steam Achievements', 'Full controller support', 'Remote Play on Phone', 'Remote Play on Tablet', 'Remote Play on TV']","Apr 13, 2015",
82,1483,1483,HELLDIVERS 2,553850,for superearth,16,104.03333333333332,2026-03-01 18:42:16,"20,000,000 .. 50,000,000",['Arrowhead Game Studios'],['PlayStation Publishing LLC'],['Action'],['windows'],"['Multi-player', 'Co-op', 'Online Co-op', 'Steam Achievements', 'In-App Purchases', 'Adjustable Text Size', 'Camera Comfort', 'Chat Speech-to-text', 'Chat Text-to-speech', 'Color Alternatives', 'Custom Volume Controls', 'Adjustable Difficulty', 'Narrated Game Menus', 'Playable without Timed Input', 'Stereo Sound', 'Subtitle Options', 'Surround Sound', 'Partial Controller Support', 'Family Sharing']","Feb 8, 2024",3999.0
83,1555,1555,Warframe,230410,grinding constantly enjoyable,29,287.1333333333333,2023-08-27 18:57:33,"20,000,000 .. 50,000,000",['Digital Extremes'],['Digital Extremes'],"['Action', 'RPG', 'Free To Play']",['windows'],"['Single-player', 'Multi-player', 'Co-op', 'Online Co-op', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Workshop', 'In-App Purchases', 'Camera Comfort', 'Color Alternatives', 'Custom Volume Controls', 'Playable without Timed Input', 'Stereo Sound', 'Surround Sound', 'Remote Play on Phone', 'Remote Play on Tablet', 'Remote Play on TV', 'HDR available']","Mar 25, 2013",
84,1691,1691,ELDEN RING,1245620,malenia and ranni are both so bad and they both get me rock hard,66,38.03333333333333,2026-03-01 01:13:03,"20,000,000 .. 50,000,000","['FromSoftware, Inc.']","['FromSoftware, Inc.', 'Bandai Namco Entertainment']","['Action', 'RPG']",['windows'],"['Single-player', 'Multi-player', 'PvP', 'Online PvP', 'Co-op', 'Online Co-op', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Camera Comfort', 'Custom Volume Controls', 'Playable without Timed Input', 'Save Anytime', 'Stereo Sound', 'Surround Sound', 'Steam Cloud', 'Family Sharing']","Feb 24, 2022",5999.0
85,1474,1474,HELLDIVERS 2,553850,unironically the best video game i have ever played,52,23.9,2026-03-01 19:18:09,"20,000,000 .. 50,000,000",['Arrowhead Game Studios'],['PlayStation Publishing LLC'],['Action'],['windows'],"['Multi-player', 'Co-op', 'Online Co-op', 'Steam Achievements', 'In-App Purchases', 'Adjustable Text Size', 'Camera Comfort', 'Chat Speech-to-text', 'Chat Text-to-speech', 'Color Alternatives', 'Custom Volume Controls', 'Adjustable Difficulty', 'Narrated Game Menus', 'Playable without Timed Input', 'Stereo Sound', 'Subtitle Options', 'Surround Sound', 'Partial Controller Support', 'Family Sharing']","Feb 8, 2024",3999.0
86,1798,1798,Terraria,105600,a bit like minecraft  but better  when i started i got lucky and ran into loads of useful items but other people might be very confused because this game is not friendly for newbies  most bosses are ok but please make skeletron prime and skeletron less tanky i find them rlly hard  other than that the gameplay is fun  would definately reccomend,345,13.15,2026-03-01 13:12:11,"20,000,000 .. 50,000,000",['Re-Logic'],['Re-Logic'],"['Action', 'Adventure', 'Indie', 'RPG']","['windows', 'mac', 'linux']","['Single-player', 'Multi-player', 'PvP', 'Online PvP', 'Co-op', 'Online Co-op', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Remote Play on Phone', 'Remote Play on Tablet', 'Remote Play on TV', 'Family Sharing']","May 16, 2011",999.0
87,478,478,Team Fortress 2,440,great way to pass the time,27,3355.5666666666666,2026-02-17 18:30:55,"50,000,000 .. 100,000,000",['Valve'],['Valve'],"['Action', 'Free To Play']","['windows', 'linux']","['Multi-player', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Steam Trading Cards', 'Captions available', 'Steam Workshop', 'In-App Purchases', 'Camera Comfort', 'Color Alternatives', 'Custom Volume Controls', 'Stereo Sound', 'Surround Sound', 'Partial Controller Support', 'Valve Anti-Cheat enabled', 'Stats', 'Includes level editor', 'Commentary available', 'Remote Play on Phone', 'Remote Play on Tablet']","Oct 10, 2007",
88,281,281,PUBG: BATTLEGROUNDS,578080,stuff,7,2138.4,2026-02-19 02:11:49,"100,000,000 .. 200,000,000",['PUBG Corporation'],"['KRAFTON, Inc.']","['Action', 'Adventure', 'Massively Multiplayer', 'Free To Play']",['windows'],"['Multi-player', 'PvP', 'Online PvP', 'Stats', 'Remote Play on Phone', 'Remote Play on Tablet']","Dec 21, 2017",
89,1647,1647,ELDEN RING,1245620,best game ever made,19,115.68333333333334,2026-03-01 13:44:34,"20,000,000 .. 50,000,000","['FromSoftware, Inc.']","['FromSoftware, Inc.', 'Bandai Namco Entertainment']","['Action', 'RPG']",['windows'],"['Single-player', 'Multi-player', 'PvP', 'Online PvP', 'Co-op', 'Online Co-op', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Camera Comfort', 'Custom Volume Controls', 'Playable without Timed Input', 'Save Anytime', 'Stereo Sound', 'Surround Sound', 'Steam Cloud', 'Family Sharing']","Feb 24, 2022",5999.0
90,1556,1556,Warframe,230410,"i ve been playing warframe since gauss update  which is around 2019 or so  awesome fast paced looter shooter game 

i don t usually play third person shooter games with photo realistic design like these  but this one is an exception  the warframe designs which are like bio mechas are amazing  the gameplay is really fun  and it s not just about the guns  it also have melees and warframes abilities  which combines into unique builds  you can also change your warframes functionalities like strength  durations and range with mods and such  the cinematic stories are phenomenal and i still praise them till this day  the game also has a lot of game modes  which we will also come to this later  the game also has amazingly friendly comunity as well  this game is free to play while having aaa game level of designs  and you can grind premium currency ingame pretty easily 

however the game is quite grindy  which is the least worst thing on the list 
you want to play with new stuffs now  but you have to wait 3 days for it to finish crafting  which kills off the hype 
every content updates brings you new game modes  which is another content island that has barely anything to do with the rest of the game  with materials that once you have everything you can craft with that materials will  with no doubt  never want to have anything to do with that game mode ever again  although a lot of content updates adds a lot of refreshing new game modes and well  contents  they all feel so different that it feels like another game entirely  every time 
the game also lacks a form of  endgame content   by that i don t mean sitting in survival for 2 hours killing level 9999 foot soldiers  by that i mean actual hard bosses  assassinate missions are a joke  the bosses are forgettable  save for eidolons  orbs and ropalolyst  which are not available for majority of the player unless they grind really hard to unlock them  not to mention actually be able to beat them  railjacks are fun for the first hour or so  but it s also another content island which you don t want to have anything to do with  asides from those  liches and sisters hunts are actually quite fun  challenging and memorable as a boss  and does give some nice uses or raijacks as their dramatic final confrontation  the new orowyrm in duviri paradox is also quite something too  but wayy too easy 
i stopped playing warframe around the new war  but it s still fun enough to keep me coming back to the game occasionally because of the fun gameplay  the mechanics deep under it keeps pushing me away  and every updates with new game modes keep getting me dumbfounded of what is going on and what to do every time i return 

tldr  very fun game with fun gameplay  but once you look deeper  you will see a mess behind the mechanics",2795,2193.016666666667,2023-07-24 18:34:55,"20,000,000 .. 50,000,000",['Digital Extremes'],['Digital Extremes'],"['Action', 'RPG', 'Free To Play']",['windows'],"['Single-player', 'Multi-player', 'Co-op', 'Online Co-op', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Workshop', 'In-App Purchases', 'Camera Comfort', 'Color Alternatives', 'Custom Volume Controls', 'Playable without Timed Input', 'Stereo Sound', 'Surround Sound', 'Remote Play on Phone', 'Remote Play on Tablet', 'Remote Play on TV', 'HDR available']","Mar 25, 2013",
91,1729,1729,Terraria,105600,i see the boulders and chest underneath them  easy i think  then i die becuase i didnt know it would explode,109,81.05,2026-03-01 21:58:42,"20,000,000 .. 50,000,000",['Re-Logic'],['Re-Logic'],"['Action', 'Adventure', 'Indie', 'RPG']","['windows', 'mac', 'linux']","['Single-player', 'Multi-player', 'PvP', 'Online PvP', 'Co-op', 'Online Co-op', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Remote Play on Phone', 'Remote Play on Tablet', 'Remote Play on TV', 'Family Sharing']","May 16, 2011",999.0
